step,epoch,metric,value,run_name,run_label,run_id
34,0,grpo/speed/step_time_sec,36.14809049107134,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
35,0,grpo/speed/step_time_sec,35.218197206035256,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
36,0,grpo/speed/step_time_sec,34.676938723772764,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
37,0,grpo/speed/step_time_sec,35.68249548599124,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
38,0,grpo/speed/step_time_sec,35.007280519232154,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
39,0,grpo/speed/step_time_sec,35.89910092949867,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
40,0,grpo/speed/step_time_sec,35.5769939571619,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
41,0,grpo/speed/step_time_sec,36.45977850072086,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
42,0,grpo/speed/step_time_sec,33.42051828093827,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
43,0,grpo/speed/step_time_sec,34.72843036428094,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
44,0,grpo/speed/step_time_sec,34.49812155216932,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
45,0,grpo/speed/step_time_sec,35.23580824397504,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
46,0,grpo/speed/step_time_sec,36.389683252200484,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
47,0,grpo/speed/step_time_sec,35.42660375311971,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
48,0,grpo/speed/step_time_sec,35.267588406801224,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
49,0,grpo/speed/step_time_sec,36.78145097382367,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
50,0,grpo/speed/step_time_sec,36.93090991303325,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
51,0,grpo/speed/step_time_sec,36.037357518449426,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
52,0,grpo/speed/step_time_sec,37.18811999075115,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
53,0,grpo/speed/step_time_sec,35.65343216620386,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
54,0,grpo/speed/step_time_sec,35.94106026738882,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
55,0,grpo/speed/step_time_sec,34.26307243667543,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
56,0,grpo/speed/step_time_sec,37.3550576698035,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
57,0,grpo/speed/step_time_sec,34.849664855748415,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
58,0,grpo/speed/step_time_sec,36.98679185844958,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
59,0,grpo/speed/step_time_sec,36.03460924141109,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
60,0,grpo/speed/step_time_sec,35.80697768740356,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
61,0,grpo/speed/step_time_sec,36.49783883243799,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
62,0,grpo/speed/step_time_sec,35.546413976699114,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
63,0,grpo/speed/step_time_sec,36.09093198925257,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
64,0,grpo/speed/step_time_sec,34.34607299789786,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
65,0,grpo/speed/step_time_sec,34.38539391756058,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
66,0,grpo/speed/step_time_sec,33.83407988213003,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
67,0,grpo/speed/step_time_sec,34.221738167107105,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
68,0,grpo/speed/step_time_sec,34.961665662005544,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
69,0,grpo/speed/step_time_sec,34.44438813626766,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
70,0,grpo/speed/step_time_sec,35.262872859835625,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
71,0,grpo/speed/step_time_sec,34.55413918942213,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
72,0,grpo/speed/step_time_sec,35.26754874549806,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
73,0,grpo/speed/step_time_sec,35.52022292278707,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
74,0,grpo/speed/step_time_sec,33.163842879235744,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
75,0,grpo/speed/step_time_sec,35.61325694061816,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
76,0,grpo/speed/step_time_sec,34.29558321274817,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
77,0,grpo/speed/step_time_sec,35.39537147991359,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
78,0,grpo/speed/step_time_sec,33.26333247125149,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
79,0,grpo/speed/step_time_sec,36.92404203675687,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
80,0,grpo/speed/step_time_sec,33.797781666740775,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
81,0,grpo/speed/step_time_sec,35.57923771627247,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
82,0,grpo/speed/step_time_sec,36.107270983979106,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
83,0,grpo/speed/step_time_sec,35.44567168876529,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
84,0,grpo/speed/step_time_sec,33.86587362922728,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
85,0,grpo/speed/step_time_sec,35.3434352427721,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
86,0,grpo/speed/step_time_sec,35.39569513872266,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
87,0,grpo/speed/step_time_sec,33.87411336041987,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
88,0,grpo/speed/step_time_sec,34.82773322984576,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
89,0,grpo/speed/step_time_sec,35.12989298813045,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
90,0,grpo/speed/step_time_sec,34.18946092389524,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
91,0,grpo/speed/step_time_sec,34.24076472595334,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
92,0,grpo/speed/step_time_sec,33.6948742903769,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
93,0,grpo/speed/step_time_sec,35.171855732798576,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
94,0,grpo/speed/step_time_sec,33.793407863005996,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
95,0,grpo/speed/step_time_sec,35.440298434346914,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
96,0,grpo/speed/step_time_sec,34.6319296490401,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
97,0,grpo/speed/step_time_sec,35.0600612629205,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
98,0,grpo/speed/step_time_sec,35.06165425479412,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
99,0,grpo/speed/step_time_sec,36.295047990977764,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
100,0,grpo/speed/step_time_sec,34.01174732297659,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
101,0,grpo/speed/step_time_sec,32.17142089642584,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
102,0,grpo/speed/step_time_sec,35.012259954586625,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
103,0,grpo/speed/step_time_sec,33.97457252629101,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
104,0,grpo/speed/step_time_sec,35.10440278798342,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
105,0,grpo/speed/step_time_sec,31.965329883620143,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
106,0,grpo/speed/step_time_sec,36.38575820066035,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
107,0,grpo/speed/step_time_sec,32.99452728405595,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
108,0,grpo/speed/step_time_sec,31.370044726878405,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
109,0,grpo/speed/step_time_sec,32.785333666950464,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
110,0,grpo/speed/step_time_sec,33.54373215325177,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
111,0,grpo/speed/step_time_sec,34.53954172693193,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
112,0,grpo/speed/step_time_sec,33.76464197412133,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
113,0,grpo/speed/step_time_sec,33.44952434487641,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
114,0,grpo/speed/step_time_sec,34.193411180749536,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
115,0,grpo/speed/step_time_sec,35.67789337038994,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
116,0,grpo/speed/step_time_sec,34.08719584159553,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
117,0,grpo/speed/step_time_sec,35.6366923712194,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
118,1,grpo/speed/step_time_sec,33.69810541532934,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
119,1,grpo/speed/step_time_sec,32.280119381845,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
120,1,grpo/speed/step_time_sec,34.309182830154896,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
121,1,grpo/speed/step_time_sec,32.96246052719653,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
122,1,grpo/speed/step_time_sec,35.93405201099813,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
123,1,grpo/speed/step_time_sec,34.12577003799379,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
124,1,grpo/speed/step_time_sec,33.32407928444445,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
125,1,grpo/speed/step_time_sec,35.61905889958143,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
126,1,grpo/speed/step_time_sec,34.50371130555868,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
127,1,grpo/speed/step_time_sec,34.31468021310866,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
128,1,grpo/speed/step_time_sec,34.71098044142127,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
129,1,grpo/speed/step_time_sec,35.52672319673002,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
130,1,grpo/speed/step_time_sec,35.523439306765795,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
131,1,grpo/speed/step_time_sec,33.95630468800664,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
132,1,grpo/speed/step_time_sec,34.64001325704157,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
133,1,grpo/speed/step_time_sec,34.84400091134012,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
134,1,grpo/speed/step_time_sec,34.06731038540602,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
135,1,grpo/speed/step_time_sec,33.83407973125577,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
136,1,grpo/speed/step_time_sec,32.90288684889674,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
137,1,grpo/speed/step_time_sec,36.11403823271394,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
138,1,grpo/speed/step_time_sec,36.15959710255265,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
139,1,grpo/speed/step_time_sec,35.84785785712302,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
140,1,grpo/speed/step_time_sec,33.87738563865423,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
141,1,grpo/speed/step_time_sec,32.65905261412263,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
142,1,grpo/speed/step_time_sec,32.56556090898812,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
143,1,grpo/speed/step_time_sec,34.12638599798083,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
144,1,grpo/speed/step_time_sec,32.50625544041395,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
145,1,grpo/speed/step_time_sec,34.97590606845915,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
146,1,grpo/speed/step_time_sec,35.74988718889654,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
147,1,grpo/speed/step_time_sec,34.188698979094625,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
148,1,grpo/speed/step_time_sec,34.64607855863869,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
149,1,grpo/speed/step_time_sec,34.569273591041565,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
150,1,grpo/speed/step_time_sec,34.491768412292004,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
151,1,grpo/speed/step_time_sec,33.92314472235739,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
152,1,grpo/speed/step_time_sec,32.78181226179004,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
153,1,grpo/speed/step_time_sec,35.46092875674367,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
154,1,grpo/speed/step_time_sec,34.63591020554304,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
155,1,grpo/speed/step_time_sec,34.679070768877864,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
156,1,grpo/speed/step_time_sec,32.33122241124511,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
157,1,grpo/speed/step_time_sec,34.79933465458453,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
158,1,grpo/speed/step_time_sec,34.95795955136418,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
159,1,grpo/speed/step_time_sec,33.42841465398669,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
160,1,grpo/speed/step_time_sec,33.00874147750437,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
161,1,grpo/speed/step_time_sec,34.58541340008378,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
162,1,grpo/speed/step_time_sec,33.490665609017015,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
163,1,grpo/speed/step_time_sec,33.23867960460484,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
164,1,grpo/speed/step_time_sec,33.0639443770051,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
165,1,grpo/speed/step_time_sec,34.122710356488824,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
166,1,grpo/speed/step_time_sec,35.1431269608438,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
167,1,grpo/speed/step_time_sec,35.25994877144694,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
168,1,grpo/speed/step_time_sec,32.3130021058023,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
169,1,grpo/speed/step_time_sec,34.957596123218536,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
170,1,grpo/speed/step_time_sec,33.77287699468434,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
171,1,grpo/speed/step_time_sec,34.32010445185006,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
172,1,grpo/speed/step_time_sec,32.74820662103593,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
173,1,grpo/speed/step_time_sec,36.11265203356743,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
174,1,grpo/speed/step_time_sec,34.99222996272147,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
175,1,grpo/speed/step_time_sec,34.14292051456869,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
176,1,grpo/speed/step_time_sec,33.302055256441236,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
177,1,grpo/speed/step_time_sec,33.200648210942745,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
178,1,grpo/speed/step_time_sec,35.991602033376694,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
179,1,grpo/speed/step_time_sec,34.22706051915884,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
180,1,grpo/speed/step_time_sec,32.84762552753091,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
181,1,grpo/speed/step_time_sec,36.071408120915294,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
182,1,grpo/speed/step_time_sec,32.73980712890625,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
183,1,grpo/speed/step_time_sec,35.600091971457005,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
184,1,grpo/speed/step_time_sec,35.27201196551323,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
185,1,grpo/speed/step_time_sec,35.194829350337386,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
186,1,grpo/speed/step_time_sec,33.16780224442482,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
187,1,grpo/speed/step_time_sec,34.05370641127229,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
188,1,grpo/speed/step_time_sec,34.21518508344889,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
189,1,grpo/speed/step_time_sec,34.71470119059086,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
190,1,grpo/speed/step_time_sec,34.2161109726876,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
191,1,grpo/speed/step_time_sec,33.67100596986711,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
192,1,grpo/speed/step_time_sec,33.430267145857215,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
193,1,grpo/speed/step_time_sec,35.79015227034688,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
194,1,grpo/speed/step_time_sec,34.96907367557287,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
195,1,grpo/speed/step_time_sec,34.150005949661136,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
196,1,grpo/speed/step_time_sec,35.08044237829745,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
197,1,grpo/speed/step_time_sec,33.70368103310466,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
198,1,grpo/speed/step_time_sec,35.22280912660062,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
199,1,grpo/speed/step_time_sec,34.105366960167885,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
200,1,grpo/speed/step_time_sec,31.998663613572717,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
201,1,grpo/speed/step_time_sec,34.66230921819806,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
202,1,grpo/speed/step_time_sec,34.69922565482557,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
203,1,grpo/speed/step_time_sec,33.74968600831926,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
204,1,grpo/speed/step_time_sec,35.31005053035915,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
205,1,grpo/speed/step_time_sec,35.422386484220624,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
206,1,grpo/speed/step_time_sec,34.65139273367822,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
207,1,grpo/speed/step_time_sec,35.86216706596315,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
208,1,grpo/speed/step_time_sec,34.45920589007437,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
209,1,grpo/speed/step_time_sec,34.41912020742893,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
210,1,grpo/speed/step_time_sec,34.34260202758014,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
211,1,grpo/speed/step_time_sec,33.49924289062619,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
212,1,grpo/speed/step_time_sec,30.6624293923378,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
213,1,grpo/speed/step_time_sec,32.84531049616635,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
214,1,grpo/speed/step_time_sec,34.82963819988072,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
215,1,grpo/speed/step_time_sec,34.21082946844399,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
216,1,grpo/speed/step_time_sec,33.0890241637826,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
217,1,grpo/speed/step_time_sec,34.81444878131151,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
218,1,grpo/speed/step_time_sec,35.04033575579524,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
219,1,grpo/speed/step_time_sec,34.88476593233645,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
220,1,grpo/speed/step_time_sec,34.726965203881264,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
221,1,grpo/speed/step_time_sec,35.95046832039952,grpo_vllm_colocate_3epoch_grpo,vLLM colocate,hdt2gk51
