step,epoch,metric,value,run_name,run_label,run_key,run_id
37,0,grpo/train/reward,1.024999976158142,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
38,0,grpo/train/reward,0.5374999642372131,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
39,0,grpo/train/reward,0.2874999940395355,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
40,0,grpo/train/reward,1.0374999046325684,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
41,0,grpo/train/reward,0.5249999761581421,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
42,0,grpo/train/reward,0.7749999761581421,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
43,0,grpo/train/reward,0.2749999761581421,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
44,0,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
45,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
46,0,grpo/train/reward,0.7874999642372131,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
47,0,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
48,0,grpo/train/reward,0.2874999940395355,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
49,0,grpo/train/reward,0.2874999940395355,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
50,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
51,0,grpo/train/reward,0.7874999642372131,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
52,0,grpo/train/reward,0.5374999642372131,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
53,0,grpo/train/reward,1.0374999046325684,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
54,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
55,0,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
56,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
57,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
58,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
59,0,grpo/train/reward,1.0374999046325684,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
60,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
61,0,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
62,0,grpo/train/reward,0.2874999940395355,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
63,0,grpo/train/reward,0.29999998211860657,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
64,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
65,0,grpo/train/reward,1.0374999046325684,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
66,0,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
67,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
68,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
69,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
70,0,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
71,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
72,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
73,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
74,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
75,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
76,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
77,0,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
78,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
79,0,grpo/train/reward,1.0374999046325684,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
80,0,grpo/train/reward,0.05000000074505806,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
81,0,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
82,0,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
83,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
84,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
85,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
86,0,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
87,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
88,0,grpo/train/reward,0.5374999642372131,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
89,0,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
90,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
91,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
92,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
93,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
94,0,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
95,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
96,0,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
97,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
98,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
99,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
100,0,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
101,0,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
102,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
103,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
104,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
105,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
106,0,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
107,0,grpo/train/reward,0.05000000074505806,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
108,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
109,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
110,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
111,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
112,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
113,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
114,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
115,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
116,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
117,0,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
118,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
119,1,grpo/train/reward,0.29999998211860657,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
120,1,grpo/train/reward,0.7874999642372131,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
121,1,grpo/train/reward,0.05000000074505806,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
122,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
123,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
124,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
125,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
126,1,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
127,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
128,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
129,1,grpo/train/reward,0.05000000074505806,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
130,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
131,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
132,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
133,1,grpo/train/reward,0.7874999642372131,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
134,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
135,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
136,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
137,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
138,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
139,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
140,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
141,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
142,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
143,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
144,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
145,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
146,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
147,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
148,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
149,1,grpo/train/reward,0.05000000074505806,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
150,1,grpo/train/reward,0.28749996423721313,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
151,1,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
152,1,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
153,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
154,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
155,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
156,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
157,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
158,1,grpo/train/reward,0.7874999642372131,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
159,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
160,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
161,1,grpo/train/reward,0.012500000186264515,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
162,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
163,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
164,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
165,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
166,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
167,1,grpo/train/reward,0.02500000037252903,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
168,1,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
169,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
170,1,grpo/train/reward,0.29999998211860657,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
171,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
172,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
173,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
174,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
175,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
176,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
177,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
178,1,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
179,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
180,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
181,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
182,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
183,1,grpo/train/reward,0.29999998211860657,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
184,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
185,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
186,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
187,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
188,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
189,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
190,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
191,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
192,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
193,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
194,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
195,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
196,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
197,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
198,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
199,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
200,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
201,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
202,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
203,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
204,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
205,1,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
206,1,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
207,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
208,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
209,1,grpo/train/reward,0.29999998211860657,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
210,1,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
211,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
212,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
213,1,grpo/train/reward,0.7999999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
214,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
215,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
216,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
217,1,grpo/train/reward,0.5499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
218,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
219,1,grpo/train/reward,1.0499999523162842,grpo_hf_3epoch_grpo,"HF, GRPO loss",hf_grpo,gxjdrypi
